"Date of Download: 2021-11-18_16:58:39"
"Search Parameters: Data Level:all  Trait List:  Trial List:1400  Accession List:  Plot List:  Plant List:  Location List:  Year List:  Include Timestamp:0  Trait Contains:  Minimum Phenotype:   Maximum Phenotype:  Exclude Phenotype Outlier: 0"

"studyYear","programDbId","programName","programDescription","studyDbId","studyName","studyDescription","studyDesign","plotWidth","plotLength","fieldSize","fieldTrialIsPlannedToBeGenotyped","fieldTrialIsPlannedToCross","plantingDate","harvestDate","locationDbId","locationName","germplasmDbId","germplasmName","germplasmSynonyms","observationLevel","observationUnitDbId","observationUnitName","replicate","blockNumber","plotNumber","rowNumber","colNumber","entryType","plantNumber","Length to diameter ratio computation|CO_331:0000779","Number of plants harvested per NET plot|CO_331:0000679","Number of storage roots after harvest per NET plot|CO_331:0000233","Storage root appearance estimating 1-9 NCSU|CO_331:0000793","Storage root flesh color Carotenoids estimating 0-4|CO_331:0000782","Storage root shape uniformity estimating 1-9 by NCSU|CO_331:0000776","Storage root skin predominant color estimating 1-12 NCSU|CO_331:0000780","Total storage root weight per NET plot in kg|CO_331:0000237","Weight of 32 count US no. 1 storage roots measuring kg per plot|CO_331:0000616","Weight of 40 count US no. 1 storage roots measuring kg per plot|CO_331:0000615","Weight of 55 count US no. 1 storage roots measuring kg per plot|CO_331:0000614","Weight of 90 count US no. 1 storage roots measuring kg per plot|CO_331:0000613","Weight of canner storage roots measuring kg per plot|CO_331:0000610","Weight of jumbo storage roots measuring kg per plot|CO_331:0000611","Weight of total US no. 1 storage roots measuring kg per plot|CO_331:0000609","notes"
"2018","132","NCSU","NCSU Sweetpotato Breeding Program","1400","18NCGT0014HCR","National Collaborators Yield Trial at HCR. 6 reps","RCBD","1","8","","no","no","2018-June-14","2018-October-01","12","Clinton - Horticultural Crops Research","42902","Beauregard_G2","B94-14_G2","plot","223320","18NCGT0014HCR_1011_1_Beauregard_G2","1","1","1011","11","1","check","","2.18","25","83","","","","","21.41","0.53","3.52","5.2","5.11","2.71","4.34","14.36",""
"2018","132","NCSU","NCSU Sweetpotato Breeding Program","1400","18NCGT0014HCR","National Collaborators Yield Trial at HCR. 6 reps","RCBD","1","8","","no","no","2018-June-14","2018-October-01","12","Clinton - Horticultural Crops Research","87253","L13-81","","plot","223331","18NCGT0014HCR_1012_1_L13-81","1","1","1012","12","1","test","","2.88","25","92","","","","","17.12","1.72","1.84","4.07","4.53","3.55","1.41","12.16",""
"2018","132","NCSU","NCSU Sweetpotato Breeding Program","1400","18NCGT0014HCR","National Collaborators Yield Trial at HCR. 6 reps","RCBD","1","8","","no","no","2018-June-14","2018-October-01","12","Clinton - Horticultural Crops Research","87254","L13-84","","plot","223368","18NCGT0014HCR_1013_1_L13-84","1","1","1013","13","1","test","","2.91","25","90","","","","","14.59","0.51","0.4","2.75","3.97","5.64","1.31","7.64",""
"2018","132","NCSU","NCSU Sweetpotato Breeding Program","1400","18NCGT0014HCR","National Collaborators Yield Trial at HCR. 6 reps","RCBD","1","8","","no","no","2018-June-14","2018-October-01","12","Clinton - Horticultural Crops Research","46446","NC15-0185","","plot","223357","18NCGT0014HCR_1014_1_NC15-0185","1","1","1014","14","1","test","","1.96","25","67","","","","","19.16","3.41","0.91","4.75","2.85","2.64","4.6","11.92",""
"2018","132","NCSU","NCSU Sweetpotato Breeding Program","1400","18NCGT0014HCR","National Collaborators Yield Trial at HCR. 6 reps","RCBD","1","8","","no","no","2018-June-14","2018-October-01","12","Clinton - Horticultural Crops Research","156003","NC10-0118_M28_G2","","plot","223332","18NCGT0014HCR_2001_2_NC10-0118M28_G2","2","2","2001","1","2","test","","2.61","25","87","","","","","18.07","1.72","0.45","1.08","3.97","5.2","5.66","7.21",""
"2018","132","NCSU","NCSU Sweetpotato Breeding Program","1400","18NCGT0014HCR","National Collaborators Yield Trial at HCR. 6 reps","RCBD","1","8","","no","no","2018-June-14","2018-October-01","12","Clinton - Horticultural Crops Research","82695","NC09-0122C1_G2","","plot","223308","18NCGT0014HCR_2002_2_NC09-0122C1_G2","2","2","2002","2","2","test","","2.54","25","72","","","","","27.18","2.95","4.56","3.7","2.5","2.4","11.07","13.72",""
"2018","132","NCSU","NCSU Sweetpotato Breeding Program","1400","18NCGT0014HCR","National Collaborators Yield Trial at HCR. 6 reps","RCBD","1","8","","no","no","2018-June-14","2018-October-01","12","Clinton - Horticultural Crops Research","87253","L13-81","","plot","223348","18NCGT0014HCR_2003_2_L13-81","2","2","2003","3","2","test","","2.76","25","100","5","3","5","10","20.93","1.72","2.22","6.91","3.78","4.92","1.39","14.62","defects: Taper, comments: pig ud skin (Operator: ncsu, Time: ), percent rot: 20 (Operator: bellerbrock, Time: )"
"2018","132","NCSU","NCSU Sweetpotato Breeding Program","1400","18NCGT0014HCR","National Collaborators Yield Trial at HCR. 6 reps","RCBD","1","8","","no","no","2018-June-14","2018-October-01","12","Clinton - Horticultural Crops Research","87254","L13-84","","plot","223306","18NCGT0014HCR_2004_2_L13-84","2","2","2004","4","2","test","","2.76","25","148","","","","","27.4","0.56","2.67","6.85","9.64","7.05","0.64","19.71",""
"2018","132","NCSU","NCSU Sweetpotato Breeding Program","1400","18NCGT0014HCR","National Collaborators Yield Trial at HCR. 6 reps","RCBD","1","8","","no","no","2018-June-14","2018-October-01","12","Clinton - Horticultural Crops Research","43057","Averre_G2","NC05-0198_G2","plot","223341","18NCGT0014HCR_2005_2_NC05-0198_G2","2","2","2005","5","2","test","","2.57","25","92","","","","","21.78","1.17","2.68","6.75","6.24","3.03","1.9","16.85",""
"2018","132","NCSU","NCSU Sweetpotato Breeding Program","1400","18NCGT0014HCR","National Collaborators Yield Trial at HCR. 6 reps","RCBD","1","8","","no","no","2018-June-14","2018-October-01","12","Clinton - Horticultural Crops Research","42902","Beauregard_G2","B94-14_G2","plot","223316","18NCGT0014HCR_2006_2_Beauregard_G2","2","2","2006","6","2","check","","2.5","25","93","","","","","24.09","1.73","5","5.84","6.4","2.75","2.37","18.97",""
"2018","132","NCSU","NCSU Sweetpotato Breeding Program","1400","18NCGT0014HCR","National Collaborators Yield Trial at HCR. 6 reps","RCBD","1","8","","no","no","2018-June-14","2018-October-01","12","Clinton - Horticultural Crops Research","318009","Covington_G2","","plot","223301","18NCGT0014HCR_2007_2_Covington_G2","2","2","2007","7","2","check","","1.93","25","74","","","","","20.05","1.68","2.57","4.66","3.36","2.88","4.89","12.28",""
"2018","132","NCSU","NCSU Sweetpotato Breeding Program","1400","18NCGT0014HCR","National Collaborators Yield Trial at HCR. 6 reps","RCBD","1","8","","no","no","2018-June-14","2018-October-01","12","Clinton - Horticultural Crops Research","168556","L417","","plot","223364","18NCGT0014HCR_2008_2_L417","2","2","2008","8","2","test","","2.55","25","121","","","","","26.46","2.23","1.79","8.24","7.31","4.99","1.9","19.57",""
"2018","132","NCSU","NCSU Sweetpotato Breeding Program","1400","18NCGT0014HCR","National Collaborators Yield Trial at HCR. 6 reps","RCBD","1","8","","no","no","2018-June-14","2018-October-01","12","Clinton - Horticultural Crops Research","43047","NC04-0531_G2","","plot","223367","18NCGT0014HCR_2009_2_NC04-0531_G2","2","2","2009","9","2","test","","2.35","25","69","","","","","13.72","0.54","0.86","2.93","5.9","2.7","0.77","10.24",""
"2018","132","NCSU","NCSU Sweetpotato Breeding Program","1400","18NCGT0014HCR","National Collaborators Yield Trial at HCR. 6 reps","RCBD","1","8","","no","no","2018-June-14","2018-October-01","12","Clinton - Horticultural Crops Research","46446","NC15-0185","","plot","223361","18NCGT0014HCR_2010_2_NC15-0185","2","2","2010","10","2","test","","2.07","25","69","6","3","7","5","19.21","2.2","1.72","4.31","2.97","2.41","5.58","11.21"," (Operator: ncsu, Time: ), percent rot: 20 (Operator: bellerbrock, Time: )"
"2018","132","NCSU","NCSU Sweetpotato Breeding Program","1400","18NCGT0014HCR","National Collaborators Yield Trial at HCR. 6 reps","RCBD","1","8","","no","no","2018-June-14","2018-October-01","12","Clinton - Horticultural Crops Research","43539","Orleans_G2","","plot","223352","18NCGT0014HCR_2011_2_Orleans_G2","2","2","2011","11","2","test","","2.33","25","81","","","","","19.42","0.54","2.7","4.45","4.13","3.39","4.21","11.82",""
"2018","132","NCSU","NCSU Sweetpotato Breeding Program","1400","18NCGT0014HCR","National Collaborators Yield Trial at HCR. 6 reps","RCBD","1","8","","no","no","2018-June-14","2018-October-01","12","Clinton - Horticultural Crops Research","42925","Burgundy_G2","","plot","223305","18NCGT0014HCR_2012_2_Burgundy_G2","2","2","2012","12","2","test","","2.55","25","43","","","","","16.17","1.11","3.23","2.22","1.37","1.45","6.8","7.93",""
"2018","132","NCSU","NCSU Sweetpotato Breeding Program","1400","18NCGT0014HCR","National Collaborators Yield Trial at HCR. 6 reps","RCBD","1","8","","no","no","2018-June-14","2018-October-01","12","Clinton - Horticultural Crops Research","156003","NC10-0118_M28_G2","","plot","223313","18NCGT0014HCR_2013_2_NC10-0118M28_G2","2","2","2013","13","2","test","","2.55","25","48","","","","","7.08","0","0.88","0.33","3.2","2.01","0.65","4.41",""
"2018","132","NCSU","NCSU Sweetpotato Breeding Program","1400","18NCGT0014HCR","National Collaborators Yield Trial at HCR. 6 reps","RCBD","1","8","","no","no","2018-June-14","2018-October-01","12","Clinton - Horticultural Crops Research","42907","Bellevue_G2","","plot","223353","18NCGT0014HCR_2014_2_Bellevue_G2","2","2","2014","14","2","test","","2.44","25","99","","","","","24.54","1.7","4.18","5.53","4.67","3.8","4.66","16.09",""
"2018","132","NCSU","NCSU Sweetpotato Breeding Program","1400","18NCGT0014HCR","National Collaborators Yield Trial at HCR. 6 reps","RCBD","1","8","","no","no","2018-June-14","2018-October-01","12","Clinton - Horticultural Crops Research","168557","L445","Radiance","plot","223325","18NCGT0014HCR_3001_3_L445","3","3","3001","1","3","test","","1.86","25","60","","","","","19.58","2.88","3.56","4.36","2.15","1.91","4.72","12.95",""
"2018","132","NCSU","NCSU Sweetpotato Breeding Program","1400","18NCGT0014HCR","National Collaborators Yield Trial at HCR. 6 reps","RCBD","1","8","","no","no","2018-June-14","2018-October-01","12","Clinton - Horticultural Crops Research","43047","NC04-0531_G2","","plot","223350","18NCGT0014HCR_3002_3_NC04-0531_G2","3","3","3002","2","3","test","","2.38","25","65","","","","","14.91","0.59","2.27","3.8","2.59","2.33","3.33","9.24",""
"2018","132","NCSU","NCSU Sweetpotato Breeding Program","1400","18NCGT0014HCR","National Collaborators Yield Trial at HCR. 6 reps","RCBD","1","8","","no","no","2018-June-14","2018-October-01","12","Clinton - Horticultural Crops Research","318009","Covington_G2","","plot","223318","18NCGT0014HCR_3003_3_Covington_G2","3","3","3003","3","3","check","","1.87","25","87","","","","","24.58","3.19","4.12","3.48","4.97","2.61","6.21","15.76",""
"2018","132","NCSU","NCSU Sweetpotato Breeding Program","1400","18NCGT0014HCR","National Collaborators Yield Trial at HCR. 6 reps","RCBD","1","8","","no","no","2018-June-14","2018-October-01","12","Clinton - Horticultural Crops Research","156003","NC10-0118_M28_G2","","plot","223299","18NCGT0014HCR_3004_3_NC10-0118M28_G2","3","3","3004","4","3","test","","2.99","25","84","","","","","17.4","1.12","2.68","2.11","1.49","4.51","5.5","7.4",""
"2018","132","NCSU","NCSU Sweetpotato Breeding Program","1400","18NCGT0014HCR","National Collaborators Yield Trial at HCR. 6 reps","RCBD","1","8","","no","no","2018-June-14","2018-October-01","12","Clinton - Horticultural Crops Research","82695","NC09-0122C1_G2","","plot","223298","18NCGT0014HCR_3005_3_NC09-0122C1_G2","3","3","3005","5","3","test","","2.71","25","52","","","","","17.36","1.76","1.86","3.3","1.62","1.78","7.04","8.54",""
"2018","132","NCSU","NCSU Sweetpotato Breeding Program","1400","18NCGT0014HCR","National Collaborators Yield Trial at HCR. 6 reps","RCBD","1","8","","no","no","2018-June-14","2018-October-01","12","Clinton - Horticultural Crops Research","42907","Bellevue_G2","","plot","223378","18NCGT0014HCR_3006_3_Bellevue_G2","3","3","3006","6","3","test","","2.64","25","110","","","","","26.95","3.9","4.45","3.84","6.15","4.78","3.83","18.34",""
"2018","132","NCSU","NCSU Sweetpotato Breeding Program","1400","18NCGT0014HCR","National Collaborators Yield Trial at HCR. 6 reps","RCBD","1","8","","no","no","2018-June-14","2018-October-01","12","Clinton - Horticultural Crops Research","87253","L13-81","","plot","223319","18NCGT0014HCR_3007_3_L13-81","3","3","3007","7","3","test","","2.92","25","96","","","","","19.03","1.14","0.85","3.48","5.11","5.39","3.06","10.58",""
"2018","132","NCSU","NCSU Sweetpotato Breeding Program","1400","18NCGT0014HCR","National Collaborators Yield Trial at HCR. 6 reps","RCBD","1","8","","no","no","2018-June-14","2018-October-01","12","Clinton - Horticultural Crops Research","87254","L13-84","","plot","223371","18NCGT0014HCR_3008_3_L13-84","3","3","3008","8","3","test","","2.7","25","103","6","3.25","7","5","24.13","2.79","2.97","7.02","5.11","4.68","1.57","17.88"," (Operator: ncsu, Time: ), percent rot: 20 (Operator: bellerbrock, Time: )"
"2018","132","NCSU","NCSU Sweetpotato Breeding Program","1400","18NCGT0014HCR","National Collaborators Yield Trial at HCR. 6 reps","RCBD","1","8","","no","no","2018-June-14","2018-October-01","12","Clinton - Horticultural Crops Research","42925","Burgundy_G2","","plot","223379","18NCGT0014HCR_3009_3_Burgundy_G2","3","3","3009","9","3","test","","1.97","25","73","","","","","21.91","3.92","3.54","2.85","3.76","2.67","5.17","14.07",""
"2018","132","NCSU","NCSU Sweetpotato Breeding Program","1400","18NCGT0014HCR","National Collaborators Yield Trial at HCR. 6 reps","RCBD","1","8","","no","no","2018-June-14","2018-October-01","12","Clinton - Horticultural Crops Research","156003","NC10-0118_M28_G2","","plot","223376","18NCGT0014HCR_3010_3_NC10-0118M28_G2","3","3","3010","10","3","test","","2.48","25","42","","","","","14.81","0.59","4.28","2.41","1.15","1.26","5.13","8.43",""
"2018","132","NCSU","NCSU Sweetpotato Breeding Program","1400","18NCGT0014HCR","National Collaborators Yield Trial at HCR. 6 reps","RCBD","1","8","","no","no","2018-June-14","2018-October-01","12","Clinton - Horticultural Crops Research","43539","Orleans_G2","","plot","223327","18NCGT0014HCR_3011_3_Orleans_G2","3","3","3011","11","3","test","","2.54","25","98","","","","","18.69","1.73","2.21","2.79","5.75","4.94","1.27","12.48",""
"2018","132","NCSU","NCSU Sweetpotato Breeding Program","1400","18NCGT0014HCR","National Collaborators Yield Trial at HCR. 6 reps","RCBD","1","8","","no","no","2018-June-14","2018-October-01","12","Clinton - Horticultural Crops Research","42902","Beauregard_G2","B94-14_G2","plot","223356","18NCGT0014HCR_3012_3_Beauregard_G2","3","3","3012","12","3","check","","2.39","25","84","","","","","21.89","2.98","2.28","5.38","4.11","3.03","4.1","14.75",""
"2018","132","NCSU","NCSU Sweetpotato Breeding Program","1400","18NCGT0014HCR","National Collaborators Yield Trial at HCR. 6 reps","RCBD","1","8","","no","no","2018-June-14","2018-October-01","12","Clinton - Horticultural Crops Research","43057","Averre_G2","NC05-0198_G2","plot","223330","18NCGT0014HCR_3013_3_NC05-0198_G2","3","3","3013","13","3","test","","2.36","25","86","","","","","26.1","2.83","4.92","3.22","6.38","2.1","6.65","17.35",""
"2018","132","NCSU","NCSU Sweetpotato Breeding Program","1400","18NCGT0014HCR","National Collaborators Yield Trial at HCR. 6 reps","RCBD","1","8","","no","no","2018-June-14","2018-October-01","12","Clinton - Horticultural Crops Research","46446","NC15-0185","","plot","223365","18NCGT0014HCR_3014_3_NC15-0185","3","3","3014","14","3","test","","1.84","25","64","","","","","16.21","1.12","1.92","3.8","2.87","2.55","3.95","9.72",""
"2018","132","NCSU","NCSU Sweetpotato Breeding Program","1400","18NCGT0014HCR","National Collaborators Yield Trial at HCR. 6 reps","RCBD","1","8","","no","no","2018-June-14","2018-October-01","12","Clinton - Horticultural Crops Research","42902","Beauregard_G2","B94-14_G2","plot","223380","18NCGT0014HCR_4001_4_Beauregard_G2","4","4","4001","1","4","check","","2.11","25","76","5","3","5","6","20.47","2.79","1.71","4.48","3.74","2.74","5.01","12.72"," (Operator: ncsu, Time: ), percent rot: 20 (Operator: bellerbrock, Time: )"
"2018","132","NCSU","NCSU Sweetpotato Breeding Program","1400","18NCGT0014HCR","National Collaborators Yield Trial at HCR. 6 reps","RCBD","1","8","","no","no","2018-June-14","2018-October-01","12","Clinton - Horticultural Crops Research","43047","NC04-0531_G2","","plot","223309","18NCGT0014HCR_4002_4_NC04-0531_G2","4","4","4002","2","4","test","","1.99","25","72","6","3","7","6","16.44","1.68","2.77","3.77","3.43","3.42","1.37","11.65"," (Operator: ncsu, Time: ), percent rot: 20 (Operator: bellerbrock, Time: )"
"2018","132","NCSU","NCSU Sweetpotato Breeding Program","1400","18NCGT0014HCR","National Collaborators Yield Trial at HCR. 6 reps","RCBD","1","8","","no","no","2018-June-14","2018-October-01","12","Clinton - Horticultural Crops Research","43539","Orleans_G2","","plot","223366","18NCGT0014HCR_4004_4_Orleans_G2","4","4","4004","4","4","test","","2.19","25","57","","","","","14.45","1.15","2.83","2.56","2.08","2.33","3.5","8.62",""
"2018","132","NCSU","NCSU Sweetpotato Breeding Program","1400","18NCGT0014HCR","National Collaborators Yield Trial at HCR. 6 reps","RCBD","1","8","","no","no","2018-June-14","2018-October-01","12","Clinton - Horticultural Crops Research","87254","L13-84","","plot","223374","18NCGT0014HCR_4005_4_L13-84","4","4","4005","5","4","test","","2.62","25","95","","","","","15.39","0","0.83","3.44","5.24","5.88","0","9.5",""
"2018","132","NCSU","NCSU Sweetpotato Breeding Program","1400","18NCGT0014HCR","National Collaborators Yield Trial at HCR. 6 reps","RCBD","1","8","","no","no","2018-June-14","2018-October-01","12","Clinton - Horticultural Crops Research","318009","Covington_G2","","plot","223322","18NCGT0014HCR_4006_4_Covington_G2","4","4","4006","6","4","check","","1.85","25","94","","","","","31.18","0.53","6.75","3.84","4.18","2.2","13.69","15.3",""
"2018","132","NCSU","NCSU Sweetpotato Breeding Program","1400","18NCGT0014HCR","National Collaborators Yield Trial at HCR. 6 reps","RCBD","1","8","","no","no","2018-June-14","2018-October-01","12","Clinton - Horticultural Crops Research","156003","NC10-0118_M28_G2","","plot","223360","18NCGT0014HCR_4007_4_NC10-0118M28_G2","4","4","4007","7","4","test","","2.53","25","35","4","3","3","6","8.67","0","0.45","0.39","1.39","1.38","5.06","2.23","defects: Latex, comments: ssr (Operator: ncsu, Time: ), percent rot: 20 (Operator: bellerbrock, Time: )"
"2018","132","NCSU","NCSU Sweetpotato Breeding Program","1400","18NCGT0014HCR","National Collaborators Yield Trial at HCR. 6 reps","RCBD","1","8","","no","no","2018-June-14","2018-October-01","12","Clinton - Horticultural Crops Research","42925","Burgundy_G2","","plot","223326","18NCGT0014HCR_4008_4_Burgundy_G2","4","4","4008","8","4","test","","2.44","25","27","","","","","5.47","1.07","0.49","0.92","2.06","0.93","0","4.54",""
"2018","132","NCSU","NCSU Sweetpotato Breeding Program","1400","18NCGT0014HCR","National Collaborators Yield Trial at HCR. 6 reps","RCBD","1","8","","no","no","2018-June-14","2018-October-01","12","Clinton - Horticultural Crops Research","42907","Bellevue_G2","","plot","223373","18NCGT0014HCR_4009_4_Bellevue_G2","4","4","4009","9","4","test","","2.47","25","84","6","3.5","6","5","18.63","1.14","3.04","1.51","6.18","3.79","2.96","11.88"," (Operator: ncsu, Time: ), percent rot: 20 (Operator: bellerbrock, Time: )"
"2018","132","NCSU","NCSU Sweetpotato Breeding Program","1400","18NCGT0014HCR","National Collaborators Yield Trial at HCR. 6 reps","RCBD","1","8","","no","no","2018-June-14","2018-October-01","12","Clinton - Horticultural Crops Research","87253","L13-81","","plot","223334","18NCGT0014HCR_4010_4_L13-81","4","4","4010","10","4","test","","2.88","25","112","","","","","14.51","0","0","0.9","6.67","6.93","0","7.58",""
"2018","132","NCSU","NCSU Sweetpotato Breeding Program","1400","18NCGT0014HCR","National Collaborators Yield Trial at HCR. 6 reps","RCBD","1","8","","no","no","2018-June-14","2018-October-01","12","Clinton - Horticultural Crops Research","43057","Averre_G2","NC05-0198_G2","plot","223362","18NCGT0014HCR_4011_4_NC05-0198_G2","4","4","4011","11","4","test","","2.73","25","90","","","","","17.46","0","2.64","4.84","4.41","4.86","0.71","11.89",""
"2018","132","NCSU","NCSU Sweetpotato Breeding Program","1400","18NCGT0014HCR","National Collaborators Yield Trial at HCR. 6 reps","RCBD","1","8","","no","no","2018-June-14","2018-October-01","12","Clinton - Horticultural Crops Research","82695","NC09-0122C1_G2","","plot","223343","18NCGT0014HCR_4012_4_NC09-0122C1_G2","4","4","4012","12","4","test","","2.53","25","93","","","","","18.78","0","0.81","5.7","6.22","3.74","2.32","12.72",""
"2018","132","NCSU","NCSU Sweetpotato Breeding Program","1400","18NCGT0014HCR","National Collaborators Yield Trial at HCR. 6 reps","RCBD","1","8","","no","no","2018-June-14","2018-October-01","12","Clinton - Horticultural Crops Research","156003","NC10-0118_M28_G2","","plot","223310","18NCGT0014HCR_4013_4_NC10-0118M28_G2","4","4","4013","13","4","test","","1.98","25","84","","","","","21.17","1.1","3.91","5.91","5.13","2.28","2.84","16.05",""
